,Date,3m
173,2023-05-05,0.3841999999999999
174,2023-05-04,0.4507000000000003
175,2023-05-03,0.46279999999999966
176,2023-04-28,0.38349999999999973
177,2023-04-27,0.4931000000000001
178,2023-04-24,0.3544999999999998
179,2023-04-21,0.4016000000000002
180,2023-04-20,0.5289999999999999
181,2023-04-17,0.6549999999999994
182,2023-04-14,0.23040000000000038
183,2023-04-13,0.1919000000000004
184,2023-04-10,0.09269999999999978
185,2023-04-07,-0.1543000000000001
186,2023-04-06,-0.043400000000000105
187,2023-04-03,-0.12249999999999961
188,2023-03-28,-0.12199999999999989
189,2023-03-27,-0.10630000000000006
190,2023-03-24,-0.1684000000000001
191,2023-03-23,-0.21009999999999973
192,2023-03-22,-0.15830000000000055
193,2023-03-21,-0.17459999999999987
194,2023-03-20,-0.25649999999999995
195,2023-03-17,-0.45009999999999994
196,2023-03-16,-0.18930000000000025
197,2023-03-15,-0.14010000000000034
198,2023-03-14,0.04150000000000009
199,2023-03-13,0.018199999999999328
200,2023-03-10,0.13480000000000025
201,2023-03-09,0.2231999999999994
202,2023-03-08,0.28559999999999963
203,2023-03-07,0.2622
204,2023-03-06,0.21250000000000036
205,2023-03-03,0.20479999999999965
206,2023-03-02,0.2309000000000001
207,2023-03-01,0.2101999999999995
208,2023-02-27,0.09269999999999978
209,2023-02-24,0.1266000000000007
210,2023-02-23,0.15810000000000013
211,2023-02-20,0.15750000000000064
212,2023-02-17,0.20790000000000042
213,2023-02-16,0.20980000000000043
214,2023-02-13,0.17360000000000042
215,2023-02-10,0.14999999999999947
216,2023-02-09,0.13200000000000056
217,2023-02-06,0.04600000000000026
218,2023-02-03,0.2807000000000004
219,2023-02-02,0.2688999999999995
220,2023-01-30,0.3106
221,2023-01-27,0.4178000000000006
222,2023-01-26,0.3803000000000001
223,2023-01-23,0.36489999999999956
224,2023-01-20,0.3754999999999997
225,2023-01-19,0.4059999999999997
226,2023-01-16,0.32289999999999974
227,2023-01-13,0.2737999999999996
228,2023-01-12,0.31539999999999946
229,2023-01-09,0.33069999999999933
230,2023-01-06,0.31590000000000007
231,2023-01-05,0.33619999999999983
232,2023-01-02,0.09520000000000017
233,2022-12-30,0.023299999999999876
234,2022-12-29,0.0741000000000005
235,2022-12-28,0.17079999999999984
236,2022-12-23,0.06270000000000042
237,2022-12-22,0.1387999999999998
238,2022-12-21,0.09560000000000013
239,2022-12-16,0.04210000000000047
240,2022-12-15,0.1673
241,2022-12-14,0.14210000000000012
242,2022-12-09,0.07570000000000032
243,2022-12-08,0.08699999999999974
244,2022-12-07,0.1886000000000001
245,2022-12-02,0.12480000000000047
246,2022-12-01,0.17759999999999998
247,2022-11-28,0.2192999999999996
248,2022-11-25,0.29510000000000014
249,2022-11-24,0.22419999999999973
250,2022-11-21,0.25019999999999953
251,2022-11-18,0.3596999999999997
252,2022-11-17,0.46160000000000023
253,2022-11-14,0.4618000000000002
254,2022-11-11,0.7361999999999997
255,2022-11-10,0.8259999999999996
256,2022-11-07,0.7427999999999999
257,2022-11-04,0.7491999999999996
258,2022-11-03,0.9148000000000001
259,2022-10-28,0.7674000000000003
260,2022-10-27,0.7631999999999999
261,2022-10-26,0.7807999999999997
262,2022-10-21,0.7001
263,2022-10-20,0.7810999999999999
264,2022-10-19,0.8423000000000003
265,2022-10-14,0.5322
266,2022-10-13,0.5640000000000001
267,2022-10-12,0.5424000000000002
268,2022-10-07,0.35119999999999996
269,2022-10-06,0.4567999999999999
270,2022-10-05,0.4851000000000001
271,2022-09-30,0.38980000000000015
272,2022-09-29,0.42779999999999996
273,2022-09-26,0.4032
274,2022-09-23,0.5127999999999999
275,2022-09-22,0.4765999999999999
276,2022-09-19,0.47250000000000014
277,2022-09-16,0.5051999999999999
278,2022-09-15,0.5712999999999999
279,2022-09-12,0.5417000000000001
280,2022-09-09,0.44599999999999973
281,2022-09-08,0.5067999999999997
282,2022-09-05,0.3950999999999998
283,2022-09-02,0.4301999999999997
284,2022-09-01,0.5987
285,2022-08-29,0.5362999999999998
286,2022-08-26,0.3432999999999997
287,2022-08-25,0.34240000000000004
288,2022-08-22,0.3179000000000003
289,2022-08-19,0.20189999999999975
290,2022-08-18,0.3264
291,2022-08-15,0.24849999999999994
292,2022-08-12,0.36850000000000005
293,2022-08-11,0.5155999999999998
294,2022-08-08,0.6120000000000001
295,2022-08-05,0.8014000000000001
296,2022-08-04,0.758
297,2022-08-01,0.6703000000000001
298,2022-07-29,0.6420000000000001
299,2022-07-28,0.6245
300,2022-07-27,0.7275
301,2022-07-22,0.8516999999999999
302,2022-07-21,0.8909
303,2022-07-20,0.8759000000000001
304,2022-07-15,0.7007000000000001
305,2022-07-14,0.5912
306,2022-07-13,0.7807999999999999
307,2022-07-08,0.6484000000000001
308,2022-07-07,0.6129
309,2022-07-06,0.6540000000000001
310,2022-07-01,0.5229000000000001
311,2022-06-30,0.5946
312,2022-06-27,0.6095999999999999
313,2022-06-24,0.5916999999999999
314,2022-06-23,0.5842
315,2022-06-20,0.5559000000000001
316,2022-06-17,0.5251999999999999
317,2022-06-16,0.5100999999999999
318,2022-06-13,0.5915
319,2022-06-10,0.4254000000000001
320,2022-06-09,0.4536
321,2022-06-06,0.3692
322,2022-06-03,0.2368
323,2022-06-02,0.34639999999999993
324,2022-05-27,0.21630000000000005
325,2022-05-26,0.2520000000000001
326,2022-05-25,0.2471000000000001
327,2022-05-20,0.20099999999999996
328,2022-05-19,0.1933999999999999
329,2022-05-18,0.23940000000000006
330,2022-05-13,0.20609999999999995
331,2022-05-12,0.2239
332,2022-05-11,0.1935
333,2022-05-06,0.15259999999999996
334,2022-05-05,0.19080000000000008
335,2022-05-04,0.30779999999999996
336,2022-04-29,0.3050999999999999
337,2022-04-28,0.27469999999999994
338,2022-04-25,0.272
339,2022-04-22,0.30000000000000004
340,2022-04-21,0.361
341,2022-04-18,0.3939
342,2022-04-15,0.3152
343,2022-04-14,0.3686
344,2022-04-11,0.33790000000000003
345,2022-04-08,0.3405
346,2022-04-07,0.3583
347,2022-04-04,0.23360000000000003
348,2022-04-01,0.2082
349,2022-03-28,0.23620000000000002
350,2022-03-25,0.22859999999999997
351,2022-03-24,0.17009999999999997
352,2022-03-23,0.09910000000000002
353,2022-03-22,0.1397
354,2022-03-21,0.10670000000000002
355,2022-03-18,0.04570000000000002
356,2022-03-17,0.03810000000000002
357,2022-03-16,0.017799999999999983
358,2022-03-15,0.053300000000000014
359,2022-03-14,0.0126
360,2022-03-11,0.015300000000000036
361,2022-03-10,-0.012699999999999989
362,2022-03-09,0.08880000000000005
363,2022-03-08,0.07869999999999999
364,2022-03-07,0.1015
365,2022-03-04,0.08629999999999999
366,2022-03-03,0.13449999999999998
367,2022-03-02,0.1396
368,2022-03-01,0.1117
369,2022-02-28,0.11670000000000003
370,2022-02-25,0.11420000000000002
371,2022-02-24,0.1472
372,2022-02-21,0.1599
373,2022-02-18,0.1954
374,2022-02-17,0.22579999999999997
375,2022-02-14,0.2563
376,2022-02-11,0.2309
377,2022-02-10,0.2842
378,2022-02-07,0.11919999999999999
379,2022-02-04,0.1497
380,2022-02-03,0.137
381,2022-01-31,0.14959999999999998
382,2022-01-28,0.1319
383,2022-01-27,0.1496
384,2022-01-24,0.0989
385,2022-01-21,0.10900000000000001
386,2022-01-20,0.1268
387,2022-01-17,0.08120000000000001
388,2022-01-14,0.0736
389,2022-01-13,0.06849999999999999
390,2022-01-10,0.038
391,2022-01-07,0.035500000000000004
392,2022-01-06,0.05330000000000001
393,2022-01-03,0.010099999999999998
394,2021-12-30,-0.015200000000000002
395,2021-12-29,0.0
396,2021-12-24,0.002600000000000005
397,2021-12-23,0.015200000000000005
398,2021-12-22,0.0177
399,2021-12-17,-0.010199999999999997
400,2021-12-16,-0.007599999999999999
401,2021-12-15,-0.0051
402,2021-12-10,0.0051
403,2021-12-09,0.0102
404,2021-12-08,0.0228
405,2021-12-03,0.0025000000000000022
406,2021-12-02,-0.0051
407,2021-12-01,0.0
408,2021-11-29,-0.0102
409,2021-11-26,-0.0102
410,2021-11-25,0.0049999999999999975
411,2021-11-22,-0.010100000000000005
412,2021-11-19,0.0
413,2021-11-18,0.007600000000000003
414,2021-11-15,0.0
415,2021-11-12,0.0
416,2021-11-11,-0.0025000000000000022
417,2021-11-08,-0.010100000000000005
418,2021-11-05,0.0025000000000000022
419,2021-11-04,0.007700000000000002
420,2021-11-01,0.010199999999999997
421,2021-10-29,0.0178
422,2021-10-28,0.020300000000000002
423,2021-10-27,0.0254
424,2021-10-22,0.025400000000000002
425,2021-10-21,0.025300000000000003
426,2021-10-20,0.0228
427,2021-10-15,0.010099999999999998
428,2021-10-14,0.005099999999999997
429,2021-10-13,0.007599999999999996
430,2021-10-08,0.007600000000000003
431,2021-10-07,0.010099999999999998
432,2021-10-06,0.007599999999999996
433,2021-10-01,-0.005099999999999997
434,2021-09-30,-0.007599999999999996
435,2021-09-27,-0.0228
436,2021-09-24,-0.0127
437,2021-09-23,-0.017799999999999996
438,2021-09-20,-0.0228
439,2021-09-17,-0.0304
440,2021-09-16,-0.0329
441,2021-09-13,-0.0126
442,2021-09-10,-0.0051
443,2021-09-09,-0.010100000000000005
444,2021-09-06,-0.010099999999999998
445,2021-09-03,-0.007599999999999996
446,2021-09-02,0.0
447,2021-08-30,0.0
448,2021-08-27,0.0050000000000000044
449,2021-08-26,0.0025000000000000022
450,2021-08-23,-0.0025000000000000022
451,2021-08-20,0.0025000000000000022
452,2021-08-19,0.010100000000000005
453,2021-08-16,0.0177
454,2021-08-13,0.0050000000000000044
455,2021-08-12,-0.0025000000000000022
456,2021-08-09,0.0025000000000000022
457,2021-08-06,0.0
458,2021-08-05,0.007600000000000003
459,2021-08-02,0.002599999999999998
460,2021-07-30,0.0
461,2021-07-29,0.0025000000000000022
462,2021-07-28,0.0050000000000000044
463,2021-07-23,0.007600000000000003
464,2021-07-22,0.010199999999999997
465,2021-07-21,0.0127
466,2021-07-16,0.0203
467,2021-07-15,0.0253
468,2021-07-14,0.0304
469,2021-07-09,0.0254
470,2021-07-08,0.0228
471,2021-07-07,0.0279
472,2021-07-02,0.0253
473,2021-07-01,0.032999999999999995
474,2021-06-28,0.038099999999999995
475,2021-06-25,0.0355
476,2021-06-24,0.0406
477,2021-06-21,0.0329
478,2021-06-18,0.025400000000000002
479,2021-06-17,0.0202
480,2021-06-14,0.0152
481,2021-06-11,0.015199999999999998
482,2021-06-10,0.022799999999999997
483,2021-06-07,0.0126
484,2021-06-04,0.0050999999999999995
485,2021-06-03,0.007599999999999999
486,2021-05-28,0.0
487,2021-05-27,0.0
488,2021-05-26,-0.0024999999999999996
489,2021-05-21,-0.0152
490,2021-05-20,-0.010199999999999999
491,2021-05-19,-0.0127
492,2021-05-14,-0.0177
493,2021-05-13,-0.0024999999999999996
494,2021-05-12,-0.0024999999999999996
495,2021-05-07,-0.004999999999999999
496,2021-05-06,-0.0051
497,2021-05-05,-0.0051
498,2021-04-30,-0.007599999999999999
499,2021-04-29,-0.007599999999999999
500,2021-04-26,-0.0076
501,2021-04-23,0.0127
502,2021-04-22,0.0127
503,2021-04-19,0.0177
504,2021-04-16,-0.0026
505,2021-04-15,-0.007599999999999999
506,2021-04-12,-0.0127
507,2021-04-09,-0.020300000000000002
508,2021-04-08,-0.022900000000000004
509,2021-04-05,-0.0101
510,2021-04-02,-0.0177
511,2021-04-01,-0.020300000000000002
512,2021-03-26,-0.017800000000000003
513,2021-03-25,-0.017800000000000003
514,2021-03-24,-0.0152
515,2021-03-23,-0.020300000000000002
516,2021-03-22,-0.025400000000000002
517,2021-03-19,-0.0304
518,2021-03-18,-0.0304
519,2021-03-17,-0.030500000000000003
520,2021-03-16,-0.020300000000000002
521,2021-03-15,-0.022799999999999997
522,2021-03-12,-0.015199999999999998
523,2021-03-11,-0.007599999999999996
524,2021-03-10,-0.007599999999999999
525,2021-03-09,0.0026000000000000016
526,2021-03-08,0.007700000000000002
527,2021-03-05,0.005000000000000001
528,2021-03-04,0.007599999999999999
529,2021-03-03,-0.0051
530,2021-03-02,-0.015200000000000002
531,2021-03-01,-0.015199999999999998
532,2021-02-26,-0.030399999999999996
533,2021-02-25,-0.0354
534,2021-02-22,-0.04309999999999999
535,2021-02-19,-0.04309999999999999
536,2021-02-18,-0.0482
537,2021-02-15,-0.040600000000000004
538,2021-02-12,-0.040600000000000004
539,2021-02-11,-0.04560000000000001
540,2021-02-08,-0.04569999999999999
541,2021-02-05,-0.0558
542,2021-02-04,-0.0406
543,2021-02-01,-0.010099999999999998
544,2021-01-29,-0.038
545,2021-01-28,-0.0305
546,2021-01-25,-0.012700000000000003
547,2021-01-22,-0.005100000000000007
548,2021-01-21,-0.010100000000000012
549,2021-01-18,-0.0050000000000000044
550,2021-01-15,0.0102
551,2021-01-14,0.010099999999999998
552,2021-01-11,0.017700000000000007
553,2021-01-08,0.002599999999999991
554,2021-01-07,0.0102
555,2021-01-04,-0.010099999999999998
556,2021-01-01,-0.017800000000000003
557,2020-12-30,-0.00020000000000000573
558,2020-12-25,0.0023000000000000104
559,2020-12-24,0.007400000000000004
560,2020-12-23,0.012700000000000003
561,2020-12-18,0.010100000000000012
562,2020-12-17,0.0025000000000000022
563,2020-12-16,0.0
564,2020-12-11,-0.025300000000000003
565,2020-12-10,-0.017700000000000007
566,2020-12-09,-0.017700000000000007
567,2020-12-04,-0.012700000000000003
568,2020-12-03,-0.0126
569,2020-12-02,-0.010300000000000004
570,2020-11-30,-0.015200000000000005
571,2020-11-27,-0.015299999999999994
572,2020-11-26,0.002699999999999994
573,2020-11-23,-0.0203
574,2020-11-20,-0.0228
575,2020-11-19,-0.030400000000000003
576,2020-11-16,-0.015200000000000005
577,2020-11-13,-0.0050000000000000044
578,2020-11-12,-0.007599999999999996
579,2020-11-09,-0.005099999999999993
580,2020-11-06,0.0025000000000000022
581,2020-11-05,-0.00020000000000000573
582,2020-11-02,0.0
583,2020-10-30,-0.005099999999999993
584,2020-10-29,0.0
585,2020-10-28,-0.0022999999999999965
586,2020-10-23,-0.0025000000000000022
587,2020-10-22,0.0025000000000000022
588,2020-10-21,0.010099999999999998
589,2020-10-16,-0.0024999999999999883
590,2020-10-15,-0.005100000000000007
591,2020-10-14,-0.0050000000000000044
592,2020-10-09,-0.0076000000000000095
593,2020-10-08,-0.020599999999999993
594,2020-10-07,-0.0077999999999999875
595,2020-10-02,-0.012699999999999989
596,2020-10-01,-0.012699999999999989
597,2020-09-28,-0.007599999999999996
598,2020-09-25,0.002600000000000005
599,2020-09-24,0.005100000000000007
600,2020-09-21,-0.010099999999999998
601,2020-09-18,-0.0102
602,2020-09-17,-0.0025000000000000022
603,2020-09-14,0.015200000000000005
604,2020-09-11,0.010099999999999998
605,2020-09-10,0.012499999999999997
606,2020-09-07,0.010099999999999998
607,2020-09-04,0.012699999999999989
608,2020-09-03,0.015399999999999997
609,2020-08-31,0.010099999999999998
610,2020-08-28,-0.002600000000000005
611,2020-08-27,-0.0025000000000000022
612,2020-08-24,-0.017700000000000007
613,2020-08-21,-0.0203
614,2020-08-20,-0.0203
615,2020-08-17,-0.017700000000000007
616,2020-08-14,-0.0431
617,2020-08-13,-0.033299999999999996
618,2020-08-10,-0.033100000000000004
619,2020-08-07,-0.05080000000000001
620,2020-08-06,-0.05049999999999999
621,2020-08-03,-0.0532
622,2020-07-30,-0.0431
623,2020-07-29,-0.025400000000000006
624,2020-07-24,-0.03299999999999999
625,2020-07-23,-0.03299999999999999
626,2020-07-22,-0.027900000000000008
627,2020-07-17,-0.0432
628,2020-07-16,-0.04810000000000002
629,2020-07-15,-0.025800000000000017
630,2020-07-10,-0.0407
631,2020-07-09,-0.03299999999999999
632,2020-07-08,-0.022400000000000003
633,2020-07-03,-0.010200000000000015
634,2020-07-02,-0.002600000000000019
635,2020-07-01,0.004699999999999996
636,2020-06-29,-0.0029
637,2020-06-26,0.01999999999999999
638,2020-06-25,0.022499999999999992
639,2020-06-22,0.02510000000000001
640,2020-06-19,0.03270000000000001
641,2020-06-18,0.04029999999999999
642,2020-06-15,0.05350000000000002
643,2020-06-12,0.0305
644,2020-06-11,0.05600000000000001
645,2020-06-08,0.0631
646,2020-06-05,0.0505
647,2020-06-04,0.042899999999999994
648,2020-06-01,0.02550000000000001
649,2020-05-29,0.04580000000000001
650,2020-05-28,0.055999999999999994
651,2020-05-27,0.04830000000000001
652,2020-05-22,0.022900000000000004
653,2020-05-21,0.0204
654,2020-05-20,0.0432
655,2020-05-15,-0.017900000000000013
656,2020-05-14,-0.02800000000000001
657,2020-05-13,-0.084
658,2020-05-08,-0.06860000000000001
659,2020-05-07,-0.0305
660,2020-05-06,0.0534
661,2020-05-01,0.06099999999999999
662,2020-04-30,0.0686
663,2020-04-27,0.1296
664,2020-04-24,0.1372
665,2020-04-23,0.1322
666,2020-04-20,0.1042
667,2020-04-17,-0.0509
668,2020-04-16,-0.0814
669,2020-04-13,-0.05080000000000001
670,2020-04-10,-0.23929999999999998
671,2020-04-09,-0.14759999999999998
672,2020-04-06,-0.397
673,2020-04-03,-0.8612
674,2020-04-02,-1.1419
675,2020-03-27,-1.4588
676,2020-03-26,-1.645
677,2020-03-25,-1.5917
678,2020-03-24,-1.5635000000000001
679,2020-03-20,-1.6047
680,2020-03-19,-1.5946
681,2020-03-18,-1.5815
682,2020-03-17,-1.4316
683,2020-03-13,-1.3276000000000001
684,2020-03-12,-1.2665
685,2020-03-11,-1.1646999999999998
686,2020-03-10,-1.1107
687,2020-03-06,-1.1084999999999998
688,2020-03-05,-0.9378
689,2020-03-04,-0.8358
690,2020-03-03,-0.6338000000000001
691,2020-02-28,-0.2792000000000001
692,2020-02-27,-0.11229999999999984
693,2020-02-24,0.0
694,2020-02-21,0.012900000000000134
695,2020-02-20,0.018199999999999994
696,2020-02-17,0.015399999999999858
697,2020-02-14,0.01750000000000007
698,2020-02-13,0.03610000000000002
699,2020-02-10,0.012799999999999923
700,2020-02-07,0.0253000000000001
701,2020-02-06,0.0411999999999999
702,2020-02-03,0.04600000000000004
703,2020-01-31,-0.005400000000000071
704,2020-01-30,0.030999999999999917
705,2020-01-27,-0.018000000000000016
706,2020-01-24,-0.04129999999999989
707,2020-01-23,-0.007400000000000073
708,2020-01-20,-0.007799999999999807
709,2020-01-17,0.014900000000000135
710,2020-01-16,-0.0022999999999999687
711,2020-01-13,-0.02059999999999995
712,2020-01-10,-0.010599999999999943
713,2020-01-09,-0.00990000000000002
714,2020-01-06,0.012800000000000145
715,2020-01-03,-0.05149999999999988
716,2020-01-02,-0.023699999999999832
717,2019-12-27,-0.0343
718,2019-12-26,-0.013800000000000034
719,2019-12-25,-0.015000000000000124
720,2019-12-20,0.004899999999999904
721,2019-12-19,0.007600000000000051
722,2019-12-18,-0.002200000000000202
723,2019-12-13,-0.007900000000000018
724,2019-12-12,-0.01760000000000006
725,2019-12-11,0.018200000000000216
726,2019-12-06,-0.03610000000000002
727,2019-12-05,-0.010399999999999965
728,2019-12-04,0.007000000000000117
729,2019-11-29,-0.033600000000000074
730,2019-11-28,-0.04249999999999998
731,2019-11-25,-0.0794999999999999
732,2019-11-22,-0.061900000000000066
733,2019-11-21,-0.08679999999999999
734,2019-11-18,-0.10249999999999981
735,2019-11-15,-0.0869000000000002
736,2019-11-14,-0.09959999999999991
737,2019-11-11,-0.11780000000000013
738,2019-11-08,-0.12340000000000018
739,2019-11-07,-0.14869999999999983
740,2019-11-04,-0.1584000000000001
741,2019-11-01,-0.24819999999999998
742,2019-10-30,-0.23449999999999993
743,2019-10-25,-0.22079999999999989
744,2019-10-24,-0.24120000000000008
745,2019-10-23,-0.238
746,2019-10-18,-0.27470000000000017
747,2019-10-17,-0.30800000000000005
748,2019-10-16,-0.32519999999999993
749,2019-10-11,-0.2825
750,2019-10-10,-0.2695000000000001
751,2019-10-09,-0.27370000000000005
752,2019-10-04,-0.2561
753,2019-10-03,-0.26060000000000016
754,2019-10-02,-0.2378
755,2019-09-30,-0.1694
756,2019-09-27,-0.19040000000000012
757,2019-09-26,-0.17399999999999993
758,2019-09-23,-0.06420000000000003
759,2019-09-20,-0.0029999999999998916
760,2019-09-19,0.023499999999999854
761,2019-09-16,0.1178999999999999
762,2019-09-13,-0.031300000000000106
763,2019-09-12,-0.01729999999999987
764,2019-09-09,-0.03839999999999999
765,2019-09-06,-0.07990000000000008
766,2019-09-05,-0.04599999999999982
767,2019-09-02,-0.07179999999999986
768,2019-08-30,-0.08270000000000022
769,2019-08-29,-0.1201000000000001
770,2019-08-26,-0.1360999999999999
771,2019-08-23,-0.08779999999999988
772,2019-08-22,-0.08429999999999982
773,2019-08-19,-0.16939999999999977
774,2019-08-16,-0.2855000000000001
775,2019-08-15,-0.24780000000000002
776,2019-08-12,-0.1614
777,2019-08-09,-0.2491000000000001
778,2019-08-08,-0.22330000000000005
779,2019-08-05,-0.21829999999999994
780,2019-08-02,-0.12390000000000034
781,2019-08-01,-0.03290000000000015
782,2019-07-26,-0.026200000000000223
783,2019-07-25,-0.02079999999999993
784,2019-07-24,-0.012199999999999989
785,2019-07-19,-0.09549999999999992
786,2019-07-18,-0.1903999999999999
787,2019-07-17,-0.06530000000000014
788,2019-07-12,-0.08499999999999996
789,2019-07-11,-0.10529999999999973
790,2019-07-10,-0.10289999999999999
791,2019-07-05,-0.12139999999999995
792,2019-07-04,-0.13140000000000018
793,2019-07-03,-0.12150000000000016
